,teks,label,clean_teks
696,"Ngenet hemat anti lelet pakai IM3, khusus kamu 1GB Cuma SECENG. Yes! 1rb ajahh berlaku 1 hari, mau? Balas SMS ini ketik SECENG",2,internetan hemat anti lelet pakai im khusus seceng ya ajahh laku balas sms ketik seceng
697,"Boost kuota mu biar mood makin good, caranya? Pake nomor Indosat mu sekarang utk telp/SMS/internetan, otomatis akan dpt 250menit+250SMS+250MB yakin gak mau?",2,boost kuota mu biar mood good pakai nomor indosat mu telpsmsinternetan otomatis dpt menitsmsmb gak
698,Internetan didaerahmu kini jauh lebih cepat! Upload foto atau video seru kamu di Social Media semakin lancar. Gunakan nomor IM3-mu sekarang juga,2,internetan daerah cepat upload foto video seru social media lancar nomor immu
699,Bebas nge-game tanpa nge-lag. Internetan lancar & jangkauan lebih luas. Pakai terus IM3mu dg paket Freedom Internet beli di *123#,2,bebas ngegame ngelag internetan lancar jangkau luas pakai immu dg paket freedom internet beli
700,Selamat BONUS Internet 500MB berlaku 3hari telah Kamu terima. Cek BONUS kamu di *557*8#,2,selamat bonus internet mbak laku terima cek bonus
701,"10GB Internetan Umrah dengan paket RoaMAX, harga mulai 275rb. Bisa dipakai juga saat transit loh! Cek paketnya sekarang, klik https://tsel.id/umroh-fst2",2,internetan umrah paket roamax harga pakai transit loh cek paket klik httpstselidumrohfst
702,"Selamat, kamu mendapatkan bonus Fita Exercise Plan dengan masa aktif hingga 21/07/2024. Mulai hidup sehat kamu sekarang juga. Info tsel.id/fitabonus",2,selamat bonus fita exercise plan aktif hidup sehat info tselidfitabonus
703,GOOD NEWS! Flexi Cash dari Jenius kini tersedia di aplikasi myIM3. Ajukan sekarang di myim3.info/J-0102 dan dapatkan limit hingga Rp200 juta! DSI,2,good berita flexi cash jenius sedia aplikasi myim aju myiminfoj dapat limit rupiah juta dsi
704,BELI 6 GRATIS 6 DONUT! 17-19 Dec 2023 di DUNKIN' Tebet Abdullah Syafei. myads.id/Dunkinjkt S&K berlaku. Info *606#,2,beli gratis donut dec dunkin tebet abdullah syafei myadsiddunkinjkt sk laku info
705,Tiket Pesta Hadiah spesial buatmu pelanggan baru myIM3: PHLMZZK telah AKTIF! Cek tiket: bit.ly/imzm3,2,tiket pesta hadiah spesial buat langgan myim phlmzzk aktif cek tiket bitlyimzm
706,Dapatkan 5rb saldo Gopay/LinkAja bagi 100 responden pertama dengan ikuti survei singkat! Klik untuk berpartisipasi: tsurvey.id/s/tsv821 S&K berlaku - By Tsel,2,dapat saldo gopaylinkaja responden ikut survei singkat klik partisipasi tsurveyidstsv sk laku by
707,"[HANYA HARI INI] BUY ONE GET ONE! Yuk, segera kunjungi Restoran Subway. S&K Berlaku. myads.id/Subway . Info *606#",2,buy one get one yuk kunjung restoran subway sk laku myadsidsubway info
708,"Tingkatkan kemampuan finansial sblm gajian?Ajukan Ekstra dana sd.20jt dr Kredit Pintar,ada Bonus 2GB+Voucher 50rb: myim3.info/KPI-9W402 CS:02150598882.PI007",2,tingkat mampu finansial gajianajukan ekstra dana sdjt dr kredit pintarada bonus gbvoucher myiminfokpiw cspi
709,"Cuma di Gerakan Maju Tani, Anda bisa bertani tanpa harus menyiapkan lahan. Kunjungi https://rb.gy/yeahi undangan untuk Anda bergabung dalam revolusi pertanian",2,gera maju tani tan lahan kunjung httpsrbgyyeahi undang gabung revolusi tani
710,"Mau dibelikan kuota internet oleh teman/keluarga?
Balas SMS ini dgn: YES <nomor teman/keluarga> untuk minta paket 500 MB Rp.4rb. 
Contoh: YES 08123456789",2,beli kuota internet temankeluarga balas sms dgn ya nomor temankeluarga paket mbak rprb contoh ya
711,HANYA HARI INI! Kamu dpt voucher Matahari 50rb (min blnja 200rb item berlabel Matahari) khusus pelanggan Telkomsel. Tunjukkan SMS ini ke CS. S&K berlaku,2,dpt voucher matahari min belanja item label matahari khusus langgan telkomsel tunjuk sms cs sk laku
712,Khusus hari ini! Kamu dpt voucher Matahari 50rb (min blnja 200rb item berlabel Matahari) khusus pelanggan Telkomsel. Tunjukkan SMS ini ke CS. S&K berlaku,2,khusus dpt voucher matahari min belanja item label matahari khusus langgan telkomsel tunjuk sms cs sk laku
713,Selamat! Kamu dpt voucher Matahari 50rb (min blnja 200rb item berlabel Matahari) khusus pelanggan Telkomsel.Tunjukkan SMS ini ke CS Toko s/d 27/8/23.S&K berlaku,2,selamat dpt voucher matahari min belanja item label matahari khusus langgan telkomseltunjukkan sms cs toko sd sk laku
714,"Beli kuota, pulsa, & listrik min. 75K cashback 15% MPC Points. Lebih untung dengan Allo Bank. Yuk, bayar sekarang! Info lanjut http://tsel.id/ALl0bN",2,beli kuota pulsa listrik min k cashback mpc points untung allo bank yuk bayar info httptselidallbn
715,Selamat! Kamu bisa nikmati Promo Bunga 0% atau Bebas 1X Cicilan untuk penuhi berbagai kebutuhan! Cek selengkapnya di tsel.id/HomeCredit S&K berlaku.,2,selamat nikmat promo bunga bebas x cicil penuh butuh cek lengkap tselidhomecredit sk laku
716,"PROMO TERBATAS
paket Internet Sakti hingga18GB mulai dari 15rban Voucher 2.5GB 12 rban
cek paket di tsel.me/pastimurah
atau OUTLET 41 CELL",2,promo batas paket internet sakti hinggagb rban voucher rban cek paket tselmepastimurah outlet cell
717,"2 HARI TERAKHIR! MENANGKAN TOTAL KUOTA UTAMA 2.023 GB! 2023 dengan berbagai promo menarik Streaming, Musik hingga Games. Ambil di sini https://bit.ly/3GzN7qz",2,menang total kuota utama promo tarik streaming musik games ambil httpsbitlygznqz
718,"Jangan Dianggurin! Spesial untukmu! Kuota 100GB berlaku 30 hari, berlaku di semua Jaringan, 24 jam. Hanya di apps bima+ klik di sini https://bit.ly/3sHD24H",2,dianggurin spesial untuk kuota laku laku jaring jam apps bima klik httpsbitlyshdh
719,"SPESIAL PROMO KUOTA UNTUKMU! Kuota 100GB berlaku 30 hari, bisa digunakan di semua Jaringan, 24 jam. Hanya di bima+ klik di sini https://bit.ly/3sHD24H",2,spesial promo kuota untuk kuota laku jaring jam bima klik httpsbitlyshdh
720,"SELAMAT, SPESIAL PAYDAY: CASHBACK GOPAY 30% DARI GOJEK untuk pembelian Paket Data hanya di bima+ atau klik: https://bit.ly/Gopay30Jans",2,selamat spesial payday cashback gopay gojek beli paket data bima klik httpsbitlygopayjans
721,"BONUS Kuota 24jam CUMA dgn ISI PULSA:
- 5rb,500MB 1hr
- 10rb,1GB 1hr
- 20rb,2GB 1hr
- 50rb,5GB 1hr
Yuk isi pulsa skrg di bit.ly/1sipls4",2,bonus kuota jam dgn isi pulsa rbmb hr rbgb hr rbgb hr rbgb hr yuk isi pulsa bitlysipls
722,"Asik ada kuota PASTI MURAH!
- 4GB 3hr 9rb
- 9GB 7hr 18rb
- 12GB 30hr 25rb
- 22GB 30hr 38rb
Isi Pulsa & beli di *111*1# atau bit.ly/PastiPromo Info 132. S&K.",2,asik kuota murah hr hr hr hr isi pulsa beli bitlypastipromo info sk
723,"PROMO GERCEP!
Beli PAKET DATA hr ini dpt BONUS kuota Youtube:
1. 5rb, dpt 500MB 1hr
2. 10rb, 1GB 2hr

Yuk ke konter/*111*1#/ bit.ly/PastiPromo
Kuota dikirim H+1 dari pkt aktif Info 132 S&K",2,promo gercep beli paket data hr dpt bonus kuota youtube dpt mbak hr hr yuk konter bitlypastipromo kuota kirim h paket aktif info sk
724,HANYA HARI INI. BELI 1 GRATIS 1 MINUMAN* UKURAN GRANDE! Tukarkan sms ini di Starbucks terdekat (S&K berlaku). myads.id/bogonation S&K Info *606#,2,beli gratis minum ukur grande tukar sms starbucks dekat sk laku myadsidbogonation sk info
725,"Wow! PROMO Kuota 100GB Harga 125rb aja! Hanya sampai 30 Juni, BURUAN Beli di *123*25# atau myIM3 klik im3.do/im3-100gb2 Jangan sampai terlewat! CP1",2,wow promo kuota harga juni buru beli myim klik imdoimgb lewat cp
726,"Butuh dana darurat? Yuk, unduh Easycash! Bunga rendah, limit tinggi, proses pinjaman cepat, selesaikan masalah kesulitan dana! Info myads.id/XRD1B",2,butuh dana darurat yuk unduh easycash bunga rendah limit proses pinjam cepat selesai sulit dana info myadsidxrdb
727,"Punya kebutuhan mendesak? Easycash bisa jadi solusi finansialmu. Lebih 10jt orang sudah gunakan aplikasi ini. Proses simpel, pencairan cepat.Info myads.id/XRD1B",2,butuh desak easycash solusi finansial jt orang aplikasi proses simpel cair cepatinfo myadsidxrdb
728,"PENAWARAN TERAKHIR!
- 2GB 7hr Rp6Rb (bls MS1)
- 14GB 30hr Rp30Rb (bls MS2)
beli paket dgn bls ke SMS ini atau di *363*333# & https://tsel.id/b0la sd 2 Mar. SKB",2,tawar hr rprb balas ms hr rprb balas ms beli paket dgn balas sms httpstselidbla sd mar skb
729,"PAKET YG DITUNGGU!
-2GB 7hr Rp6Rb (balas MS1)
-14GB 30hr Rp30Rb (balas MS2)
beli paket dgn bls ke SMS ini atau di *363*333# & https://tsel.id/b0la sd 2 Mar. SKB",2,paket tunggu hr rprb balas ms hr rprb balas ms beli paket dgn balas sms httpstselidbla sd mar skb
730,Kamu terpilih sebagai pengguna IM3 untuk kami dengar pendapatnya. Mari isi survey berikut ini dengan klik https://cx.surveysensum.com/75voEFAp,2,pilih guna im dengar dapat mari isi survey klik httpscxsurveysensumcomvoefap
731,"Hai, nama saya Diana dan saya bekerja di departemen SDM di tokopedia (cabang Indonesia). Perusahaan ini mencari karyawan paruh waktu secara online.
Usia: 23-60
Kerja paruh waktu itu mudah, yang Anda butuhkan hanyalah ponsel. 10 hingga 20 menit kerja paruh waktu! Hal ini bisa dilakukan di waktu senggang Anda tanpa mengganggu pekerjaan Anda saat ini. Pendatang baru langsung mendapatkan Rp 50000, gaji harian: Rp 200000 - 2000000 Jika Anda tertarik dengan pekerjaan paruh waktu ini!
Balas 1, klik tautan untuk menambahkan! WhatsApp Manager：https://wa.me/message/Z67C67OLTRANG1",2,hai nama ana departemen sdm tokopedia cabang indonesia usaha cari karyawan paruh online usia kerja paruh mudah butuh ponsel menit kerja paruh senggang ganggu kerja datang langsung rupiah gaji hari rupiah tarik kerja paruh balas klik taut whatsapp managerhttpswamemessagezcoltrang
732,"Jika anda bermasalah dgn CC/KT@, stres dgn bunga, pelunasan disc s/d 75%. Hub: ATY 082134976289(wa)/087888869297. LEGAL",1,masalah dgn cckt stres dgn bunga lunas disc sd hub aty wa legal
733,"Lelah byr min payment? Kami Solusinya, bantu secara LEGAL penutupan CC/KTA, dscn 50-75%. Hub.LoLyta 081316523061/087822962308 (WA). LEGAL",1,lelah bayar min payment solusi bantu legal tutup cckta dscn hublolyta wa legal
734,"Dana Tunai (KTA) bunga 0,99% hingga 300 jt. Syarat KTP & CC.
Bisa Dgn BPKB rate 0.99% 3 hari CAIR . hub AYU 081584650877 (WA).mhn maaf bila menggangu",1,dana tunai kta bunga jt syarat ktp cc dgn bpkb rate cair hub ayu wamhn maaf menggangu
735,"“ROXI CELL” Hanya dengan Rp.100rb Anda bisa jadi agen pulsa elektrik ke semua Operator GSM/CDMA,v5=4300,v10=8300,Utk daftar ketik MTRONIK kirim ke 087870870707",1,roxi cell rprb agen pulsa elektrik operator gsmcdmavvutk daftar ketik mtronik kirim
736,3 RAMADHAN Selamat Anda Pemenang Rp.100jt. PIN CODE 7Y7R8K9Z Info: www.hadiah-3ramadhan.blogspot.com,1,ramadhan selamat menang rpjt pin code yrkz info wwwhadiahramadhanblogspotcom
737,Anda brminat cash&kredit mtor scond brg istmwa tipe&merk apa sj.dsini mnyediakn 50 unit dr thn 2004 keatas hub 087739124242/085743146233 MS DEDIKTP luar yk bs.,1,brminat cashkredit motor scond barang istmwa tipemerk sjdsini mnyediakn unit dr atas hub ms dediktp yk
738,ANDA MAU MENANG TOGEL 100% Tembus pasang shio 7 tunggal angka 07.31.19.43....ingat maharnya pulsa 100rb dikirim ke no 0823...xxx khusus putaran SGP SENIN,1,menang togel tembus pasang shio tunggal angka mahar pulsa kirim nomor xxx khusus putar sgp senin
739,Anda mempunyai 3 pesan suara dari 083139195872; untuk mendengarkan pesan suara anda silahkan tekan *886*10000*083139195872# tekan OK/YA. Bebas biaya. Terima kasih,1,pesan suara dengar pesan suara silah tekan tekan okya bebas biaya terima kasih
740,Anda pmain togel sring kalah.mau bagi hasil. MBAH JOKO bisah mbntu anda SIO/ANGKA dari RETUWAL Berminat. Hub : MBAH JOKO.di. 085217984299 Dijamin 100% tembus,1,main togel kalahmau hasil mbah joko bisah mbntu sioangka retuwal minat hub mbah jokodi jamin tembus
741,"ANEKA SHOP Berbagi Promo Type Blackberry DAKOTA 2,4 jt, TOURCH 1,7 jt, ONIX.2 1,5 jt, GEMINI 800 rb, U/Pemesanan 085325557999 Pin BB-2A96DE82 www.aneka999.blogspot.com",1,aneka shop bagi promo type blackberry dakota jt tourch jt onix jt gemini upemesanan pin bbade wwwanekablogspotcom
742,Anyonghaseyo! Ngaku KPOPers Sejati?? Ayo lengkapi koleksi Video Kpopmu di http://kpop.xl.co.id. Skrg Harga video lebih murah loh! Info*123*2200#,1,anyonghaseyo ngaku kpopers sejati ayo lengkap koleksi video kpopmu httpkpopxlcoid harga video murah loh info
743,"Artha Cell diskon Brg elektronik BB Dakota 3 juta BB Onyx3 2,8 jt Camera DLL HUB Sms ke : 085335875777 Pin BB 28BDDF4D www.arthajaya-cell.blogspot.com",1,artha cell diskon barang elektronik bb dakota juta bb onyx jt camera dll hub sms pin bb bddfd wwwarthajayacellblogspotcom
744,"Ass, mengenai rumah dan tanah yg kemarin, sy sdah survei, sy mrasa cocok, untuk nego harga hubungi atau sms suami saya, pak. haji. dermawan; 085796022225.",1,ass rumah tanah kemarin survei cocok nego harga hubung sms suami haji dermawan
745,"Ass, Sy Randy. Mengenai mobil yg sdh sy liat kondisi'y , kebetulan kami berminat. Mohon hub Bapa sy utk dibicarakan hrg netnya; Dr.H.DARMAWAN 0812xxxxxxx",1,ass randy mobil liat kondisiy minat mohon hub bapa bicara hrg net drhdarmawan xxxxxxx
746,"Ass,maaf sy WAHYU.mengenai Mobil bpk yg mau di jual sy sudah lihat dan cocok, Untuk nego hrg silahkan Hub saudara sy di 081219550857 dgn pak JUSMAN SAFEI (TP)",1,assmaaf wahyumengenai mobil jual lihat cocok nego hrg silah hub saudara dgn jusman safei
747,Ass. Maaf sy by hj.suri yang kemarin survey rumah anda. Mengenai harga bisa hub suami saya H. SIGIT tlp 081316005639.terima kasih,1,ass maaf by hjsuri kemarin survey rumah harga hub suami h sigit telepon terima kasih
748,"Ass.sy SUGIYONO yg tempo hari mngenai mobil TOYOTANYA,sy brminat,cocok,tlong hub sodara sy dlu,untuk negosiasi harganya. A/N;ABDULLAH HP;081389909777",1,asssy sugiyono tempo mngenai mobil toyotanyasy brminatcocoktlong hub saudara dluuntuk negosiasi harga anabdullah hp
749,"Assalamu alaikum,saya RESKI dr Costumer Servis TRI PLAZA SEMANGGI lt.1 JL.jend sudirman jkt pst sdh m-hubungi anda waktu pengundian di lakukan tapi no.anda tdk tersambung, jd kami krimkn lwt SMS sebelum jatuh tempo, bahwa no.anda menang undian dr TRI 2014 jenis hadiah 1unit mobil SUZUKI ERTIGA NEW,dengan PIN 2D45CS77, jadi silahkan cek terlebih dahulu di website; www.tricare.jimdo.com /hub; 021-40161777 / 08994179888 ",1,assalamu alaikumsaya reski dr costumer servis tri plaza semanggi lt jljend sudirman jkt mhubungi undi laku noanda sambung jd krimkn lwt sms jatuh tempo noanda menang undi dr tri jenis hadiah unit mobil suzuki ertiga newdengan pin dcs silah cek situs wwwtricarejimdocom hub
750,"Assalamu alaiqum, nenek masuk rumah sakit tolong kirimkan dulu ulsa 50 ribu di nomor ini 0852 3173 7479, mau telpon nanti di rumah sakit saya ganti uangnya.",1,assalamu alaiqum nenek masuk rumah sakit tolong kirim ulsa ribu nomor telepon rumah sakit ganti uang
751,ayah isikan pulsa xl 50rb di no 0818643929 sekarang penting,1,ayah isi pulsa xl nomor
752,"Bapak tukokno pulsa AS ndisek 20ribu iki nmrku anyar 085316079211 cepet saiki tak enteni,penteng bpk ada msalah dikantor polisi,jangan dulu sms/tlp",1,belikan pulsa as ndisek ribu iki nmrku anyar cepet entenipenteng kantor polisijangan smstlp
753,"BELANJA ONLINE Promo Disc 50% BB Dakota 2,8jt BB Onyx3 2,2jt BB Z10 3,5jt DLL, Info/sms: 085775102735 PIN:BB.2A03F3F2 Atau Klik: www.jaya-olshop.blogspot.com",1,belanja online promo disc bb dakota jt bb onyx jt bb z jt dll infosms pinbbaff klik wwwjayaolshopblogspotcom
754,BELANJA ONLINE TOKO RESKY DISCON 50% BB LAPTOP SAMSUNG IPAD NOKIA DLL U/pemesanan/order  call/sms 085322222699 kunjungi web kami di www.reskiy-shop.blogspot.com,1,belanja online toko resky discon bb laptop samsung ipad nokia dll upemesananorder callsms kunjung situs wwwreskiyshopblogspotcom
755,Belikan dulu mama pulsa simpati 20 ribu ini nomor barunya mama 081223052854. kalau bisa kirim sekarang secepatnya penting. Ini hpnya orang mama pinjam,1,belikan mama pulsa simpati ribu nomor baru mama kirim cepat hpnya orang mama pinjam
756,"Bella bingung bang mau nulis apa, daripada aq nulis panjang2 tapi serba salah, mending langsung ngobrol di tlpn aja deh bang ini no telp aq 0809-100-xxxx :)",1,bella bingung bang nulis nulis serba salah mending langsung ngobrol telepon deh bang nomor telepon xxxx
757,"berkah 1000 poin"" Nomor Anda mndpt Hadiah ke-I Pin d377hi8, silahkan verifikasi Pin Pemenang di situs resmi www.berkah1000poin.wix.com/prize",1,berkah poin nomor mndpt hadiah kei pin dhi silah verifikasi pin menang situs resmi wwwberkahpoinwixcomprize
758,"Berkat isi ulang pulsa No anda T,pilih sbg pemenang Cek tunai Rp.75jt dri PT.M-KIOS PIN:(5N939F7) U/INFO KLIK www.pt-mkios15.blogspot.com",1,berkat isi ulang pulsa nomor tpilih menang cek tunai rpjt dri ptmkios pinnf uinfo klik wwwptmkiosblogspotcom
759,Berkat isi ulang pulsa No Anda Terpilih sbg Pemenang kejutan tri Men-dpt cek TUNAI 100jt dr PLANET-3CARE PIN:b8337h9 cek hadiah anda di www.planet-3care2015.blogspot.com,1,berkat isi ulang pulsa nomor pilih menang kejut tri mendpt cek tunai jt dr planetcare pinbh cek hadiah wwwplanetcareblogspotcom
760,"BIG SALE !!! DISCOUND 40% Z10-4,4jt IPHONE 5 32GB-3,7jt S.NOTE 2-3,8jt CAMERA, LAPTOP dll PIN BB 28AB8391 Call/sms: 0897-9844-777 Kunjungi www.indracell.com",1,big sale discound zjt iphone gbjt snote jt camera laptop dll pin bb ab callsms kunjung wwwindracellcom
761,"BIG SALE 50% SINAR Blackberry -Z10 Rp.3,8jt -Dakota Rp 2,8jt -Tourch Rp 2jt -Davis Rp950 rb Infohub/sms: -089664054777 -297CCFA7 www.snr-bb.blogspot.com",1,big sale sinar blackberry z rpjt dakota rupiah jt tourch rupiah jt davis rupiah infohubsms ccfa wwwsnrbbblogspotcom
762,"Blackberry City Jual Blackberry Discond 40% Dakota 2,5jt Torch2 2,2jt Onyx3 2,1jt Davis 1,3jt Gemini 3G 1,1jt U/info Hub: Ibu.Anita 081315277257 PIN BB:29762D76",1,blackberry city jual blackberry discond dakota jt torch jt onyx jt davis jt gemini g jt uinfo hub ibuanita pin bbd
763,"BLACKBERRY ONLINE BIG SAL 50% BB Z10 Rp. 4 jt DAKOTA Rp.2,8 jt Samsung note II Rp. 3 jt Iphone 5 16GB Rp. 3jt Laptop,camera&DLL Minat, Invite to BBM PIN : 25A4FF8C",1,blackberry online big sal bb z rupiah jt dakota rupiah jt samsung note ii rupiah jt iphone rupiah jt laptopcameradll minat invite bbm pin affc
764,Bpk/Ibu Mengenai Rekening Anda Terpilih Sebagai Pemenang  Cek 35jt Dri BNI U/Info klik www.promobni46.tk Kode Cek 03299757 Hub.085288991559,1,bpkibu rekening pilih menang cek jt dri bni uinfo klik wwwpromobnitk kode cek hub
765,"Bpk/Ibu Yth, Pemilik No.08994150xxx PIN Undian:4881247 Resmi m-dptkan Rp.15jt Cs: 02199545139 atau Klik: 3care2016.com",1,bpkibu hormat milik noxxx pin undi resmi mdptkan rpjt cs klik carecom
766,"BPR SYARIAH di Yogya siap melayani pembiayaan usaha anda.syarat:copy KTP,KK,Buku Nikah, cukup dg jaminan bpkb.sertipikat,proses survey cepat hub: 082133271400",1,bpr syariah yogya layan biaya usaha andasyaratcopy ktpkkbuku nikah dg jamin bpkbsertipikatproses survey cepat hub
767,"Butuh Dana Tunai Cepat 25-250 Juta Dgn Bunga Rendah 1,35% Flat/Bln Proses Dijamin 3 Hari Syarat Mudah Info Ibu YANI : 081218986001",1,butuh dana tunai cepat juta dgn bunga rendah flatbln proses jamin syarat mudah info yani
768,CAHAYA TRAVEL TIKET Murah & promo untuk penerbangan Domestic & Internasional ONLINE BOOKING 24 jam hub 081310537888 kelik www.cahayatourtravel.com,1,cahaya travel tiket murah promo terbang domestic internasional online booking jam hub kelik wwwcahayatourtravelcom
769,"Casino online terbesar, www.jayabet4.com , daftarkan diri+ Raih bonus referral+ bonus cashback sportsbook 0.25% setiap minggu. Mainkan di Smartphone dan PC anda",1,casino online besar wwwjayabetcom daftar raih bonus referral bonus cashback sportsbook minggu main smartphone pc
770,Dapatkan E-TICKET Promo untuk penerbangan DOMESTIK & INTERNASIONAL melalui Via Online mudah & aman. Hub ; 085285485509 klick. www.mhegatravel.com,1,dapat eticket promo terbang domestik internasional via online mudah aman hub klick wwwmhegatravelcom
771,Dapatkan e-Tiket Murah & Promo Untuk Penerbangan Domestic & International BOOKING ONLINE Info Hub: 085216181177 www.surya-travel.jimdo.com,1,dapat etiket murah promo terbang domestic international booking online info hub wwwsuryatraveljimdocom
772,"Dapatkan Segera TIKET Murah & Promo DiTRAVEL Kmi,Untuk Penerbangan Domestik & Internasional ONLINE BOOKING 24 Jam Anda Berminat Hub:085318303276",1,dapat tiket murah promo ditravel kmiuntuk terbang domestik internasional online booking jam minat hub
773,dapatkan total hadiah ratusan juta rupiah di Kota 1000 Berkah. Caranya? Klik www.murahituim3.com/kota1000berkah Program s.d 9 Agustus 2013,1,dapat total hadiah ratus juta rupiah kota berkah klik wwwmurahituimcomkotaberkah program sd agustus
774,Daptkn e-TIKET pesawat PROMO melayani Domestik and internasional booking ONLINE cepat & aman hub: 085217845777/082310204777 Link www.citiling-travel.com,1,daptkn etiket pesawat promo layan domestik and internasional booking online cepat aman hub link wwwcitilingtravelcom
775,"De inih bapa pake no temen, tolong kirimin pulsa ke no inih soalnya penring banget, nanti di rumah digantiin",1,de inih bapa pakai nomor temen tolong kirimin pulsa nomor inih penring banget rumah digantiin
776,"Di sini saja uangnya ditransfer ke rek Bank xxx (4413-0100-0226-XXX) A/N xxx, kalau sudah SMS di no ini 085215113xxx",1,uang transfer rek bank xxx xxx an xxx sms nomor xxx
777,"Di transfer saja Uang'nya ke rekening BNI ini, a/n. ISMAWATI. Rek: 0248147033. SMS saja klo sdh kirim.",1,transfer uang rekening bni an ismawati rek sms klo kirim
778,"Dijual ticket SUPER JUNIOR TGL 28/29 APRIL dan LADY GAGA TGL 03 JUNI harga Gold=2,25jt tribun3=1,25jt info hub;0853-9937-1888 lady-ticket.webs.com",1,jual ticket super junior tanggal april lady gaga tanggal juni harga goldjt tribunjt info hub ladyticketwebscom
779,Dptkan e-tiket Promo Untuk Penerbangan Domestic & Internasional Booking ONLINE 24 jam Info Hub : 081316899123,1,dptkan etiket promo terbang domestic internasional booking online jam info hub
780,"Gebyar poin plus-plus INDOSAT Edisi 2013 priode ke'9, No PIN undian anda (d377hi8) Resmi meraih hadiah, utk info; www.gebyarINDOSATpoinplus.weebly.com",1,gebyar poin plusplus indosat edisi priode nomor pin undi dhi resmi raih hadiah info wwwgebyarindosatpoinplusweeblycom
781,GEBYAR telkomselpoin 2013 no anda trpilih pemenang ke-4 pin 277fg49 silahkan verifikasi pin anda disitus resmi www.t-selpoinhadiah.jimdo.com,1,gebyar telkomselpoin nomor trpilih menang pin fg silah verifikasi pin situs resmi wwwtselpoinhadiahjimdocom
782,"Gratis 120 menit Nelpon ke Sesama Indosat, 120 SMS ke Sesama Indosat&12 MB Internet slma 12 JAM tiap Isi Ulang 12 Rb.IsiUlang pulsamu 12Rb &Nikmati GRATISANnya",1,gratis menit telpon indosat sms indosat mbak internet slma jam isi ulang rbisiulang pulsa nikmat gratis
783,GRATIS 50 SMS ke sesame indosat selama 2 hari. Hanya dengna mengirimkan 50 SMS selama 10-16 Juni 2013. Bonus 1x diberikan maks 2x24jam. Info 100. US6,1,gratis sms sesame indosat dengna kirim sms juni bonus x maks xjam info us
784,GRATIS internetan 5MB berlaku utk 7 hari hanya dg isi ulang AXISmu hari ini Rp5.000. Ayo isi ulang sekarang juga & nikmati bonusnya. Info838,1,gratis internetan mbak laku dg isi ulang axismu rupiah ayo isi ulang nikmat bonus info
785,"GRATIS Internetan hg 1000 MB, Nelpon 1000 Menit & 1000 SMS ke Sesama Indosat dg IsiUlang mulai 10Rb.Utk daftar ketik GRATIS kirim ke 123 (GRATIS) lalu isi Ulang",1,gratis internetan hg mbak telpon menit sms indosat dg isiulang rbutk daftar ketik gratis kirim gratis isi ulang
786,"GRATIS PULSA hingga 250rb selama 7Hari 7Malam CUMA dg isi ulang mulai 10rb. Daftar SEGERA, ketik: GRATIS krm ke123(Reg ckp 1kali)Info: ketik INFO krm ke 123",1,gratis pulsa malam dg isi ulang daftar ketik gratis krm kereg ckp kaliinfo ketik info krm
787,"GT-SHOP Disc.41% BB Z10 3jt BB Torch 2jt BB Davis 1jt Minat? Galaxy S4 3,5jt Cp.08994352577 Pin.25A1785B Gili-SMS versi Demo. Http://www/yusiwa.com",1,gtshop disc bb z jt bb torch jt bb davis jt minat galaxy s jt cp pinab gilisms versi demo httpwwwyusiwacom
788,Guntur ingin berhubungan di Facebook:http://fb.com/l.1lnzH4p0lCM7ruG Balas “stop” unruk berhenti menerima sms Facebook.,1,guntur hubung facebookhttpfbcomllnzhplcmrug balas stop unruk henti terima sms facebook
789,Hi Trims kmu udh gabung layanan Bung Gita Bicara Bola!Dpt info menarik n Prediksi Akurat dr Bung Gita! 3info/mg 2rb/sms.Stop: unreg Gita ke 3450.CS:0215649770,1,hi trims kmu gabung layan gita bicara boladpt info tarik n prediksi akurat dr gita infomg rbsmsstop unreg gita cs
790,"HQUARTERS Business Residence Lokasi Emas-ASIA AFRIKA Bdg Hrg Prelaunch,PROFIT 140%,ROI 10%/thn Bs LIBUR Byr 2Th TSM 21Des-3Jan www.hquarters.co.id 085794074188",1,hquarters business residence lokasi emasasia afrika bandung hrg prelaunchprofit roi libur bayar th tsm desjan wwwhquarterscoid
791,"INDOMARCOCELL Menawarkan jdi agenPULSA MKIOS 1CHIP ke semua Oprator harga; V.5=4000, V.10=8000, V.20=16000, Cara gabung ketik:DAFTAR kirim ke 08977628977 #Melukiskan rasa ku tentang kita..",1,indomarcocell tawar jdi agenpulsa mkios chip oprator harga v v v gabung ketikdaftar kirim lukis ku
792,INDOSATpoin Plus-plus 2013 SELAMAT SimCard +6281571xxxx Resmi Terpilih M-dpt HADIAH Pin-b89c7h9-di Sahkan Oleh PT.INDOSAT info klik www.infoindosatpoin.webs.com,1,indosatpoin plusplus selamat simcard xxxx resmi pilih mdpt hadiah pinbchdi sahkan ptindosat info klik wwwinfoindosatpoinwebscom
793,"INDOVISON PROMO: hanya 299 rbu, nikmati 2 bln berlangganan, GRATIS biaya pasang+bonus cinema 3 (3bln). hub : 087738718255, 08555796717 PIN BB 32F1C805",1,indovison promo rbu nikmat langgan gratis biaya pasangbonus cema hub pin bb fc
